smiles,electronic_energy (Hartree),HOMO_LUMO_gap (eV),dipole_moment (Debye),crystal_density (g/cc),heat_of_formation (kcal/mol)
Cc1nc([N+](=O)[O-])co1,1.8162692019548128,1.154650466812073,0.2696083544403496,-1.4833674516851236,0.20506608141093277
Cc1ncc([N+](=O)[O-])o1,1.816284183604054,0.8392472581839822,-0.3852446449268042,-1.7545210611423807,0.2270005180474998
Cc1nc([N+](=O)[O-])no1,1.703319751310242,1.5448951147756433,0.2881801396087047,-0.2782402985417593,0.5506664418258866
Cc1ncoc1[N+](=O)[O-],1.8163046470674775,0.9654085416352194,-0.7675962113848775,-1.377918825785081,0.245712063138323
Cc1[nH]nnc1[N+](=O)[O-],1.8434373595917037,1.7113282203454936,0.9766698030706713,-0.38368892444180536,0.918023927692043
Cc1nnc([N+](=O)[O-])o1,1.7032795231082616,1.3025514064512342,0.07811151641451967,-0.39875301385609574,0.5118770125099605
Cc1n[nH]c([N+](=O)[O-])n1,1.8432676633181577,0.8609869143719074,-0.8374873709945112,-1.0917011269135304,0.7761123989820427
Cc1nn[nH]c1[N+](=O)[O-],1.8434457329975829,0.9009023486841625,-2.277047686770322,-1.1820856633992827,0.9532254130217689
Cc1nnoc1[N+](=O)[O-],1.703508132474823,0.9101684316495076,-0.9939151466013733,-0.8054834280419829,0.7560553748963944
Cc1nocc1[N+](=O)[O-],1.8165384467599688,1.676402215322271,-1.7500238895725897,-1.6641365246566284,0.47813573694206024
Cc1noc([N+](=O)[O-])n1,1.7033600020972688,1.3011258552257972,-0.5587624143322056,-0.7452270703848147,0.6066446260524464
Cc1nonc1[N+](=O)[O-],1.7036106594094014,1.5014158023997928,-0.9137996265400123,-0.6849707127276464,0.8524709394557978
Cc1ocnc1[N+](=O)[O-],1.816273512169724,1.1831614913208268,0.1371855990244994,-1.2272779316421605,0.2143488434682531
Cc1oncc1[N+](=O)[O-],1.8165159033549467,1.5227990707813592,-1.2704174162089557,-1.7997133293852585,0.46101999251951786
Cc1onnc1[N+](=O)[O-],1.7034363861350863,1.821452052510556,-0.37393363747054553,-0.39875301385609574,0.669391925532041
Cn1cc([N+](=O)[O-])nn1,1.8435011171771292,1.7701322083947986,1.0976827649389416,-1.0465088586706557,0.9876655032614
Cn1cnc([N+](=O)[O-])n1,1.8433414656028817,1.6140343492093716,1.3482536855747518,-0.8506756962848574,0.835084013220345
Cn1cnnc1[N+](=O)[O-],1.8434420523408344,0.7711771871693321,0.7205668613208833,-0.7904193386276892,0.9396767524459722
Cn1ncc([N+](=O)[O-])n1,1.8434510644800517,1.6931524422211637,0.04062219475818579,-1.4833674516851236,0.9607872135740804
Cn1ncnc1[N+](=O)[O-],1.8433522302005274,1.1899328596416567,-0.602623438878746,-1.3327265575422031,0.8800480438148482
Cn1nncc1[N+](=O)[O-],1.8435202728252216,0.9372539049328245,-1.3768100365617124,-1.5134956305137077,1.041568103612222
Cn1nnc([N+](=O)[O-])n1,1.7304096348232616,1.6610775396488153,0.5624103291159028,-0.14266349381313245,1.2124856562339164
Cn1nnnc1[N+](=O)[O-],1.730466174369078,1.1963478401561263,-0.14050210367893531,-0.03721486791308974,1.2746801620179626
Nc1cc([N+](=O)[O-])co1,1.816350762202907,-0.547457696360538,0.46545178048430513,0.18874647330129277,0.2184165706619103
Nc1ccc([N+](=O)[O-])o1,1.8163329178990595,-0.24381528534230798,1.1953822092554471,0.8214382287015591,0.188127648173755
Nc1cc([N+](=O)[O-])[nH]n1,1.8433223671231875,-0.7666361972715836,-0.5133702053701891,-0.6548425338990623,0.8040545557815496
Nc1cc([N+](=O)[O-])n[nH]1,1.843350764995655,0.34279904392530486,1.4224914332025111,1.092591838158816,0.784852797413542
Nc1cc([N+](=O)[O-])no1,1.703376192752264,-0.08629187493144269,1.0192466084300382,1.2131045534731526,0.5538684732321758
Nc1ccoc1[N+](=O)[O-],1.8163172001184693,0.08762537457195632,0.7720838079448038,0.4147078145156719,0.1945838613349699
