smiles,log10h50(exp)
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2noc(Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])n2)c([N+](=O)[O-])c1,1.9777236052888478
O=[N+]([O-])c1ccc(Cn2c([N+](=O)[O-])nnc2[N+](=O)[O-])c([N+](=O)[O-])c1,1.9822712330395684
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,2.0
O=C1NC2C(NC(=O)N2[N+](=O)[O-])N1[N+](=O)[O-],2.0
O=[N+]([O-])c1ccc([N+](=O)[O-])c2c([N+](=O)[O-])ccc([N+](=O)[O-])c12,2.0
CCC(CNC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0043213737826426
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c[nH]nn2)c([N+](=O)[O-])c1,2.012837224705172
O=[N+]([O-])c1cccc(C([N+](=O)[O-])[N+](=O)[O-])c1,2.0211892990699383
O=[N+]([O-])c1c[nH]c([N+](=O)[O-])n1,2.0211892990699383
O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],2.037426497940624
O=[N+]([O-])C(CO)(CO)[N+](=O)[O-],2.041392685158225
CC(C)(C)NC(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.041392685158225
CC(C)NC(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0492180226701815
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2cc([N+](=O)[O-])cn2)c([N+](=O)[O-])c1,2.0492180226701815
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCNC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0530784434834195
CN(CCN[N+](=O)[O-])[N+](=O)[O-],2.0569048513364727
O=[N+]([O-])c1cc([N+](=O)[O-])c(CCc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,2.0569048513364727
Cn1nc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1[N+](=O)[O-],2.0718820073061255
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCCOC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0791812460476247
Nc1nonc1Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],2.0791812460476247
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(O)c1[N+](=O)[O-],2.0791812460476247
CC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0969100130080562
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c2[N+](=O)[O-])c1[N+](=O)[O-],2.12057393120585
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(C)c2[N+](=O)[O-])c1[N+](=O)[O-],2.130333768495006
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nc(-c3nc([N+](=O)[O-])n(-c4c([N+](=O)[O-])cc([N+](=O)[O-])cc4[N+](=O)[O-])n3)nc2[N+](=O)[O-])c([N+](=O)[O-])c1,2.1398790864012365
CC(CCN(C(=O)OCC(COC(=O)N(CCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.1398790864012365
CCC(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.1398790864012365
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1[N+](=O)[O-],2.1398790864012365
N#Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],2.146128035678238
Cc1c([N+](=O)[O-])ccc(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1[N+](=O)[O-],2.155336037465062
CC(COC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.1789769472931693
O=[N+]([O-])c1n[nH]c(-c2nc([N+](=O)[O-])n[nH]2)n1,2.184691430817599
Cn1c([N+](=O)[O-])nnc1[N+](=O)[O-],2.1903316981702914
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],2.2041199826559246
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2[nH]cnc2[N+](=O)[O-])c([N+](=O)[O-])c1,2.2068258760318495
COCN(CN(CN(COC)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.220108088040055
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],2.247973266361807
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c1[N+](=O)[O-],2.2810333672477277
COc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],2.2833012287035497
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2cccc(Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])n2)c([N+](=O)[O-])c1,2.2833012287035497
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nccn2)c([N+](=O)[O-])c1,2.3010299956639813
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nc(Nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3[N+](=O)[O-])c([N+](=O)[O-])c(Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])n2)c([N+](=O)[O-])c1,2.303196057420489
CC(COC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.330413773349191
CC(COC(=O)C(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.3560258571931225
Nc1n[nH]c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])n1,2.361727836017593
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2n[nH]c(Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])n2)c([N+](=O)[O-])c1,2.380211241711606
Cn1nc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1[N+](=O)[O-],2.437750562820388
CC(C)(COC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.4456042032735974
O=c1[nH]nc([N+](=O)[O-])[nH]1,2.4638929889859074
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1O,2.4712917110589387
CC(COC(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.4771212547196626
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2cnn(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2)c([N+](=O)[O-])c1,2.496929648073215
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nn2cnnc2)c([N+](=O)[O-])c1,2.496929648073215
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2ccnc2)c([N+](=O)[O-])c1,2.496929648073215
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c1[N+](=O)[O-],2.505149978319906
O=[N+]([O-])OCC(O[N+](=O)[O-])C(CO[N+](=O)[O-])O[N+](=O)[O-],0.7781512503836436
O=[N+]([O-])C(CC#CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],0.8450980400142568
O=[N+]([O-])N1CC(N(F)F)(N(F)F)CN([N+](=O)[O-])CC(N(F)F)(N(F)F)C1,0.9030899869919435
Cc1c([N+]#N)c([O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],0.9030899869919435
N#[N+]c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1[O-],0.9030899869919435
N#[N+]c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-],0.9542425094393249
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2ccnn2)c([N+](=O)[O-])c1,1.0
O=[N+]([O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC(CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.0413926851582251
O=[N+]([O-])c1cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.0413926851582251
O=C1N([N+](=O)[O-])C2C(C3C2N([N+](=O)[O-])C(=O)N3[N+](=O)[O-])N1[N+](=O)[O-],1.0413926851582251
CC12N([N+](=O)[O-])C(=O)N([N+](=O)[O-])C1(C)N([N+](=O)[O-])C(=O)N2[N+](=O)[O-],1.0413926851582251
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nnc3ccccc32)c([N+](=O)[O-])c1,1.0413926851582251
O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],1.1139433523068367
O=[N+]([O-])OCCNc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-c2nnc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])c(NCCO[N+](=O)[O-])c3[N+](=O)[O-])o2)c1[N+](=O)[O-],1.1139433523068367
O=C(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N(CN(C(=O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.1760912590556813
Cc1cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.1760912590556813
[N-]=[N+]=Nc1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.2304489213782739
O=[N+]([O-])OCn1nnc([N+](=O)[O-])n1,1.2304489213782739
CC(CN(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.255272505103306
Cc1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.255272505103306
Cc1c([N+](=O)[O-])c(N(C)[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.255272505103306
O=[N+]([O-])N1CN([N+](=O)[O-])C2C1C1C2N([N+](=O)[O-])CN1[N+](=O)[O-],1.2787536009528289
[N-]=[N+]=Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.2787536009528289
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.2787536009528289
Nc1c([N+](=O)[O-])c([N+](=O)[O-])c(-c2c([N+](=O)[O-])c([N+](=O)[O-])c(N)c([N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.3010299956639813
O=[N+]([O-])OCCNc1c([N+](=O)[O-])cc([N+](=O)[O-])c(N(CCO[N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],1.3010299956639813
Cc1c(N(C)[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.3222192947339193
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.380211241711606
COC(=O)C12N([N+](=O)[O-])C(=O)N([N+](=O)[O-])C1(C(=O)OC)N([N+](=O)[O-])C(=O)N2[N+](=O)[O-],1.3979400086720377
Cc1c([N+](=O)[O-])c([N+](=O)[O-])cc([N+](=O)[O-])c1[N+](=O)[O-],1.3979400086720377
O=[N+]([O-])OCCNc1c([N+](=O)[O-])c(-c2nnc(-c3c([N+](=O)[O-])c(NCCO[N+](=O)[O-])c([N+](=O)[O-])c(N(CCO[N+](=O)[O-])[N+](=O)[O-])c3[N+](=O)[O-])o2)c([N+](=O)[O-])c(N(CCO[N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],1.4313637641589874
O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],1.4913616938342726
O=[N+]([O-])c1ccc(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,1.4913616938342726
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-n2ccnn2)c1[N+](=O)[O-],1.4913616938342726
CN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],1.505149978319906
C=Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.505149978319906
O=[N+]([O-])N1CCN([N+](=O)[O-])C2C1N([N+](=O)[O-])CCN2[N+](=O)[O-],1.5440680443502757
Cc1c(N)c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.5563025007672873
O=[N+]([O-])c1cc([N+](=O)[O-])c(/N=N/c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1.568201724066995
Cc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.568201724066995
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nnc3cc4nnn(-c5c([N+](=O)[O-])cc([N+](=O)[O-])cc5[N+](=O)[O-])c4cc32)c([N+](=O)[O-])c1,1.5797835966168101
O=[N+]([O-])OCC1OC2OC3C(CO[N+](=O)[O-])OC(OC1C(O[N+](=O)[O-])C2O[N+](=O)[O-])C(O[N+](=O)[O-])C3O[N+](=O)[O-],1.591064607026499
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1.591064607026499
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nnc3cc([N+](=O)[O-])cc([N+](=O)[O-])c32)c([N+](=O)[O-])c1,1.6020599913279623
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nnc3cc4c(cc32)nnn4-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1.6020599913279623
O=[N+]([O-])OCCNc1c([N+](=O)[O-])c(NCCO[N+](=O)[O-])c([N+](=O)[O-])c(NCCO[N+](=O)[O-])c1[N+](=O)[O-],1.6334684555795864
O=[N+]([O-])c1cc([N+](=O)[O-])c(CCl)c([N+](=O)[O-])c1,1.6434526764861874
Cc1c([N+](=O)[O-])c([N+](=O)[O-])c(N)c([N+](=O)[O-])c1[N+](=O)[O-],1.6720978579357175
Cn1c([N+](=O)[O-])nc([N+](=O)[O-])c1[N+](=O)[O-],1.6901960800285136
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC(COC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.6989700043360187
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(NCCO[N+](=O)[O-])c1[N+](=O)[O-],1.6989700043360187
O=[N+]([O-])c1cc([N+](=O)[O-])c(CO)c([N+](=O)[O-])c1,1.7160033436347992
O=[N+]([O-])c1cn([N+](=O)[O-])cn1,1.7403626894942439
Nc1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c2no[n+]([O-])c12,1.7481880270062005
Nc1c([N+](=O)[O-])c2no[n+]([O-])c2c2no[n+]([O-])c12,1.7481880270062005
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.7481880270062005
O=[N+]([O-])C(F)(COCOCC(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.7781512503836436
O=C1NC2C(N([N+](=O)[O-])CN2[N+](=O)[O-])N1[N+](=O)[O-],1.7853298350107671
O=[N+]([O-])OCCN(c1c([N+](=O)[O-])cc([N+](=O)[O-])c(/C=C/c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1[N+](=O)[O-])[N+](=O)[O-],1.7853298350107671
CCOC(=O)C12N([N+](=O)[O-])C(=O)N([N+](=O)[O-])C1(C(=O)OCC)N([N+](=O)[O-])C(=O)N2[N+](=O)[O-],1.7993405494535817
O=[N+]([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,1.8325089127062364
O=[N+]([O-])c1cc([N+](=O)[O-])c(CCO)c([N+](=O)[O-])c1,1.8325089127062364
COc1c([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c(Cl)c1[N+](=O)[O-],1.8750612633917
O=[N+]([O-])c1cc([N+](=O)[O-])c2no[n+]([O-])c2c1,1.8808135922807914
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,1.8976270912904414
CC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.8976270912904414
O=[N+]([O-])N=C1NCN([N+](=O)[O-])CN1,1.9030899869919435
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2nc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])nc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])n2)c([N+](=O)[O-])c1,1.9294189257142926
O=[N+]([O-])c1cc([N+](=O)[O-])c2n[n+]3c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4[n-]n3c2c1,1.9294189257142926
O=[N+]([O-])OCCC(CCN(CCC(CCO[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9395192526186185
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,1.9493900066449128
COC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.954242509439325
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2cnc3c([N+](=O)[O-])cc([N+](=O)[O-])cc32)c([N+](=O)[O-])c1,1.9590413923210936
O=C1c2nn(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])nc2C(=O)c2nn(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])nc21,1.9777236052888478
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c2no[n+]([O-])c12,2.0
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],2.0
O=[N+]([O-])c1cc([N+](=O)[O-])c(NC2N=CC=CN2c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,2.0253058652647704
Cc1cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1,2.0293837776852097
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C)c1[N+](=O)[O-],2.041392685158225
Nc1c([N+](=O)[O-])c(N)c2c(no[n+]2[O-])c1[N+](=O)[O-],2.0791812460476247
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c2[N+](=O)[O-])c1[N+](=O)[O-],2.12057393120585
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nn(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,2.173186268412274
Cn1nc([N+](=O)[O-])nc1[N+](=O)[O-],2.1903316981702914
Nn1nc([N+](=O)[O-])cc1[N+](=O)[O-],2.1986570869544226
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c1[N+](=O)[O-],2.2405492482826
N/C(=N\[N+](=O)[O-])n1nc([N+](=O)[O-])nc1N,2.27415784926368
CCOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],2.278753600952829
Cc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-],2.3783979009481375
O=[N+]([O-])C12CC3([N+](=O)[O-])CC([N+](=O)[O-])(C1)CC([N+](=O)[O-])(C2)C3,2.380211241711606
COc1c([N+](=O)[O-])cc([N+](=O)[O-])c(OC)c1[N+](=O)[O-],2.399673721481038
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2cnc([N+](=O)[O-])[nH]2)c([N+](=O)[O-])c1,2.494154594018443
C[N+](=O)[O-],2.505149978319906
CN(C=O)[N+](=O)[O-],2.505149978319906
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-],2.690196080028514
